ParkName,UnitCode,Region,State,Year,Month,MonthlyVisits,AnnualTotalVisits
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,4,"6,978","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,5,"34,227","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,6,"72,903","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,7,"92,058","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,8,"16,641","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,9,"56,526","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,10,"42,657","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,11,"11,793","357,651"
Lassen Volcanic NP,LAVO,Pacific West ,CA,2024,12,"3,894","357,651"
Mammoth Cave NP,MACA,Southeast ,KY,2024,1,"18,190","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,2,"27,516","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,3,"85,608","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,4,"67,497","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,5,"67,741","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,6,"94,055","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,7,"102,556","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,8,"86,945","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,9,"49,835","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,10,"75,732","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,11,"40,758","747,042"
Mammoth Cave NP,MACA,Southeast ,KY,2024,12,"30,609","747,042"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,1,"5,392","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,2,"6,794","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,3,"15,758","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,4,"29,411","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,5,"57,068","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,6,"88,815","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,7,"80,791","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,8,"65,889","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,9,"61,676","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,10,"48,655","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,11,"11,054","480,065"
Mesa Verde NP,MEVE,Intermountain ,CO,2024,12,"8,762","480,065"
Mount Rainier NP,MORA,Pacific West ,WA,2024,1,"17,070","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,2,"22,032","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,3,"29,590","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,4,"26,732","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,5,"84,040","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,6,"235,000","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,7,"389,244","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,8,"381,007","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,9,"230,532","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,10,"160,718","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,11,"23,664","1,620,006"
Mount Rainier NP,MORA,Pacific West ,WA,2024,12,"20,377","1,620,006"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,1,"1,379","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,2,"1,545","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,3,562,"22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,4,"3,591","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,5,938,"22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,6,531,"22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,7,"1,654","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,8,"1,528","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,9,"3,316","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,10,"4,480","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,11,"2,656","22,567"
National Park of American Samoa,NPSA,Pacific West ,AS,2024,12,387,"22,567"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,1,"40,032","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,2,"39,060","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,3,"94,736","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,4,"133,634","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,5,"205,324","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,6,"233,531","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,7,"293,196","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,8,"244,284","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,9,"178,025","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,10,"215,169","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,11,"87,781","1,811,937"
New River Gorge NP & PRES,NERI,Northeast ,WV,2024,12,"47,165","1,811,937"
North Cascades NP,NOCA,Pacific West ,WA,2024,1,44,"16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,2,64,"16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,3,195,"16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,4,"1,129","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,5,"1,075","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,6,"3,006","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,7,"5,942","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,8,"1,561","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,9,"2,337","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,10,"1,111","16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,11,19,"16,485"
North Cascades NP,NOCA,Pacific West ,WA,2024,12,2,"16,485"
Olympic NP,OLYM,Pacific West ,WA,2024,1,"100,710","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,2,"117,866","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,3,"166,801","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,4,"216,512","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,5,"320,846","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,6,"377,950","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,7,"569,479","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,8,"615,644","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,9,"537,342","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,10,"339,243","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,11,"235,137","3,717,267"
Olympic NP,OLYM,Pacific West ,WA,2024,12,"119,737","3,717,267"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,1,"21,564","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,2,"23,096","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,3,"57,474","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,4,"51,745","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,5,"59,694","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,6,"76,109","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,7,"49,151","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,8,"43,397","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,9,"54,584","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,10,"58,499","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,11,"33,302","559,254"
Petrified Forest NP,PEFO,Intermountain ,AZ,2024,12,"30,639","559,254"
Pinnacles NP,PINN,Pacific West ,CA,2024,1,"21,517","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,2,"20,006","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,3,"44,547","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,4,"35,849","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,5,"36,859","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,6,"32,430","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,7,"24,309","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,8,"24,940","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,9,"23,964","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,10,"25,615","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,11,"33,745","354,076"
Pinnacles NP,PINN,Pacific West ,CA,2024,12,"30,295","354,076"
Redwood NP,REDW,Pacific West ,CA,2024,1,"18,772","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,2,"21,190","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,3,"34,687","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,4,"45,248","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,5,"67,073","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,6,"85,190","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,7,"84,702","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,8,"72,318","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,9,"75,387","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,10,"51,797","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,11,"32,140","622,883"
Redwood NP,REDW,Pacific West ,CA,2024,12,"34,379","622,883"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,1,"110,891","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,2,"105,737","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,3,"145,605","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,4,"158,901","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,5,"324,802","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,6,"641,278","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,7,"758,522","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,8,"624,133","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,9,"615,714","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,10,"398,638","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,11,"140,097","4,154,349"
Rocky Mountain NP,ROMO,Intermountain ,CO,2024,12,"130,031","4,154,349"
Saguaro NP,SAGU,Intermountain ,AZ,2024,1,"97,058","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,2,"119,576","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,3,"155,651","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,4,"105,405","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,5,"76,727","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,6,"45,268","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,7,"35,125","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,8,"34,966","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,9,"43,486","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,10,"54,395","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,11,"83,561","946,369"
Saguaro NP,SAGU,Intermountain ,AZ,2024,12,"95,151","946,369"
Sequoia NP,SEQU,Pacific West ,CA,2024,1,"48,087","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,2,"38,250","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,3,"67,764","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,4,"88,326","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,5,"137,566","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,6,"123,835","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,7,"212,834","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,8,"199,189","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,9,"148,582","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,10,"117,625","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,11,"71,510","1,309,573"
Sequoia NP,SEQU,Pacific West ,CA,2024,12,"56,005","1,309,573"
Shenandoah NP,SHEN,Northeast ,VA,2024,1,"24,853","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,2,"40,505","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,3,"93,287","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,4,"129,148","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,5,"162,483","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,6,"189,379","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,7,"170,529","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,8,"186,159","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,9,"155,791","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,10,"361,136","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,11,"170,397","1,720,211"
Shenandoah NP,SHEN,Northeast ,VA,2024,12,"36,544","1,720,211"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,1,956,"732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,2,"2,670","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,3,"9,604","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,4,"12,155","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,5,"69,601","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,6,"140,436","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,7,"154,280","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,8,"153,886","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,9,"113,473","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,10,"56,160","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,11,"18,204","732,951"
Theodore Roosevelt NP,THRO,Midwest ,ND,2024,12,"1,526","732,951"
Virgin Islands NP,VIIS,Southeast ,VI,2024,1,"45,607","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,2,"40,732","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,3,"50,443","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,4,"41,461","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,5,"43,621","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,6,"41,849","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,7,"43,381","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,8,"8,298","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,9,"15,309","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,10,"20,503","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,11,"30,695","423,029"
Virgin Islands NP,VIIS,Southeast ,VI,2024,12,"41,130","423,029"
Voyageurs NP,VOYA,Midwest ,MN,2024,1,"1,054","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,2,973,"199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,3,359,"199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,4,7,"199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,5,"26,843","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,6,"43,233","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,7,"45,206","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,8,"47,070","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,9,"21,589","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,10,"10,247","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,11,"2,338","199,030"
Voyageurs NP,VOYA,Midwest ,MN,2024,12,111,"199,030"
White Sands NP,WHSA,Intermountain ,NM,2024,1,"37,476","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,2,"42,814","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,3,"105,286","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,4,"87,378","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,5,"62,001","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,6,"56,400","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,7,"53,205","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,8,"41,892","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,9,"43,204","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,10,"58,118","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,11,"52,220","702,236"
White Sands NP,WHSA,Intermountain ,NM,2024,12,"62,242","702,236"
Wind Cave NP,WICA,Midwest ,SD,2024,1,"10,989","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,2,"12,147","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,3,"18,343","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,4,"35,913","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,5,"53,698","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,6,"70,988","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,7,"89,192","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,8,"79,172","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,9,"65,301","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,10,"27,566","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,11,"13,599","489,399"
Wind Cave NP,WICA,Midwest ,SD,2024,12,"12,491","489,399"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,1,25,"81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,2,95,"81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,3,230,"81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,4,520,"81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,5,"5,411","81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,6,"21,141","81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,7,"28,195","81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,8,"20,020","81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,9,"5,408","81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,10,530,"81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,11,60,"81,670"
Wrangell-St. Elias NP & PRES,WRST,Alaska,AK,2024,12,35,"81,670"
Yellowstone NP,YELL,Intermountain ,WY,2024,1,"42,740","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,2,"49,291","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,3,"32,862","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,4,"71,784","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,5,"522,450","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,6,"914,612","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,7,"992,352","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,8,"868,259","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,9,"852,435","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,10,"346,025","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,11,"21,133","4,744,353"
Yellowstone NP,YELL,Intermountain ,WY,2024,12,"30,410","4,744,353"
Yosemite NP,YOSE,Pacific West ,CA,2024,1,"127,789","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,2,"121,027","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,3,"147,102","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,4,"234,232","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,5,"409,748","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,6,"566,111","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,7,"574,270","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,8,"547,217","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,9,"537,313","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,10,"462,467","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,11,"230,748","4,121,807"
Yosemite NP,YOSE,Pacific West ,CA,2024,12,"163,783","4,121,807"
Zion NP,ZION,Intermountain ,UT,2024,1,"120,910","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,2,"144,218","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,3,"417,071","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,4,"473,570","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,5,"589,505","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,6,"613,552","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,7,"546,452","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,8,"470,995","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,9,"506,117","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,10,"517,501","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,11,"311,297","4,946,592"
Zion NP,ZION,Intermountain ,UT,2024,12,"235,404","4,946,592"
